sasdate,^GSPC,^HSCE,^HSI,^KS200,^N225,^STOXX50E
2004-03-11,1106.780029,4786.649902,13024.05957,113.8700027,11297.04004,0
2004-03-12,1120.569946,4866.049805,12932.23047,111.2300034,11162.75,0
2004-03-15,1104.48999,4902.370117,12919.41016,111.6299973,11317.90039,0
2004-03-16,1110.699951,4899.459961,12932.62012,111.4899979,11242.29004,0
2004-03-17,1123.75,4998.950195,12975.71973,114.5500031,11436.86035,0
2004-03-18,1122.319946,4869.790039,12816.19043,114.5500031,11484.28027,0
2004-03-19,1109.780029,4854.02002,12790.58008,116.0199966,11418.50977,0
2004-03-22,1095.400024,4723.950195,12550.91016,113.3099976,11318.50977,0
2004-03-23,1093.949951,4794.060059,12588.36035,113.7200012,11281.08984,0
2004-03-24,1091.329956,4898.569824,12678.12988,113.1800003,11364.99023,0
2004-03-25,1109.189941,4696.77002,12520.20996,112.1600037,11530.91016,0
2004-03-26,1108.060059,4658.220215,12483.24023,113.6399994,11770.65039,0
2004-03-29,1122.469971,4573.089844,12427.33984,115.0999985,11718.24023,0
2004-03-30,1127,4715.990234,12641.38965,114.9800034,11693.67969,0
2004-03-31,1126.209961,4778.129883,12681.66992,115.9800034,11715.38965,0
2004-04-01,1132.170044,4741.029785,12676.25,116.3399963,11683.41992,0
2004-04-02,1141.810059,4858.700195,12731.75977,116.3499985,11815.9502,0
2004-04-05,1150.569946,4858.700195,12731.75977,116.3499985,11958.32031,0
2004-04-06,1148.160034,4968.740234,12886.96973,119.5699997,12079.7002,0
2004-04-07,1140.530029,5003.299805,12920.0498,120.0500031,12019.62012,0
2004-04-08,1139.319946,5037.259766,12909.37012,121.0400009,12092.58984,0
2004-04-09,1139.319946,5037.259766,12909.37012,119.2699966,11897.50977,0
2004-04-12,1145.199951,5037.259766,12909.37012,120.9899979,12042.7002,0
2004-04-13,1129.439941,4961.529785,13031.80957,120.6500015,12127.82031,0
2004-04-14,1128.170044,4707.419922,12669.86035,120.5899963,12098.17969,0
2004-04-15,1128.839966,4677.129883,12479.25977,120.5899963,11800.40039,0
2004-04-16,1134.609985,4693.759766,12458.37988,117.9700012,11824.55957,0
2004-04-19,1135.819946,4626.390137,12450,118.4899979,11764.20996,0
2004-04-20,1118.150024,4447.660156,12394.37012,120.5999985,11952.25977,0
2004-04-21,1124.089966,4258.109863,12227.2998,121.9300003,11944.2998,0
2004-04-22,1139.930054,4316.390137,12167.7002,120.7600021,11980.09961,0
2004-04-23,1140.599976,4503.939941,12383.94043,122.4400024,12120.66016,0
2004-04-26,1135.530029,4248.419922,12132.67969,120.3000031,12163.88965,0
2004-04-27,1138.109985,4222.669922,12154.91016,119.6999969,12044.87988,0
2004-04-28,1122.410034,4263.410156,12165.30957,117.4800034,12004.29004,0
2004-04-29,1113.890015,4069.790039,12005.58008,114.0100021,12004.29004,0
2004-04-30,1107.300049,4061.179932,11942.95996,112.4000015,11761.79004,0
2004-05-03,1117.48999,4076.780029,11950.62012,112.8399963,11761.79004,0
2004-05-04,1119.550049,4259.279785,12098.2998,112.9199982,11761.79004,0
2004-05-05,1121.530029,4217.959961,11950.45996,112.9199982,11761.79004,0
2004-05-06,1113.98999,4282.640137,12010.30957,108.9700012,11571.33984,0
2004-05-07,1098.699951,4222.759766,11910.75977,109.3799973,11438.82031,0
2004-05-10,1087.119995,3897.080078,11485.5,102.9400024,10884.7002,0
2004-05-11,1095.449951,3945.860107,11508.08984,102.7300034,10907.17969,0
2004-05-12,1097.280029,4003.070068,11528.17969,106.0500031,11153.58008,0
2004-05-13,1096.439941,3931.850098,11396.94043,102.1399994,10825.09961,0
2004-05-14,1095.699951,3747.030029,11276.86035,99.11000061,10849.62988,0
2004-05-17,1084.099976,3546.25,10967.65039,94.05000305,10505.0498,0
2004-05-18,1091.48999,3683.280029,11072.38965,96.08999634,10711.08984,0
2004-05-19,1088.680054,3936.52002,11469.41016,100.9199982,10967.74023,0
2004-05-20,1089.189941,3869.139893,11339.62012,99.66000366,10862.04004,0
2004-05-21,1093.560059,3990.949951,11576.00977,102.1299973,11070.25,0
2004-05-24,1095.410034,4088.189941,11662.96973,103.6800003,11101.63965,0
2004-05-25,1113.050049,4114.640137,11692.55957,101.6399994,10962.92969,0
2004-05-26,1114.939941,4114.640137,11692.55957,101.6399994,11152.08984,0
2004-05-27,1121.280029,4278.040039,11983.90039,104.0899963,11166.03027,0
2004-05-28,1120.680054,4290.259766,12116.87012,105.8199997,11309.57031,0
2004-05-31,1120.680054,4301.930176,12198.24023,104.1399994,11236.37012,0
2004-06-01,1121.199951,4245.75,12105.5498,105.7399979,11296.75977,0
2004-06-02,1124.98999,4294.640137,12201.75,104.0599976,11242.33984,0
2004-06-03,1116.640015,4097.410156,11929.92969,99.51000214,11027.0498,0
2004-06-04,1122.5,4087.860107,12022.63965,100.9499969,11128.0498,0
2004-06-07,1140.420044,4303.649902,12326.84961,105.0199966,11439.91992,0
2004-06-08,1142.180054,4312.600098,12344.16016,104.7300034,11521.92969,0
2004-06-09,1131.329956,4284.919922,12339.94043,102.5899963,11449.74023,0
2004-06-10,1136.469971,4300.540039,12422.87012,100.5800018,11575.96973,0
2004-06-11,1136.469971,4381.22998,12396.38965,96.38999939,11526.82031,0
2004-06-14,1125.290039,4241.709961,12076.57031,94.90000153,11491.66016,0
2004-06-15,1132.01001,4187.899902,12050.69043,96.77999878,11387.7002,0
2004-06-16,1133.560059,4163.220215,12161.78027,96.83999634,11641.71973,0
2004-06-17,1132.050049,4034.889893,12082.86035,98.01999664,11607.90039,0
2004-06-18,1135.02002,3919.370117,11855.5498,95.73999786,11382.08008,0
2004-06-21,1130.300049,3924.040039,11845.58984,96.80000305,11600.16016,0
2004-06-22,1134.410034,3924.040039,11845.58984,96.48000336,11581.26953,0
2004-06-23,1144.060059,3975.590088,11849.76953,95.55999756,11580.55957,0
2004-06-24,1140.650024,4188.580078,12163.67969,98.84999847,11744.15039,0
2004-06-25,1134.430054,4223.560059,12185.51953,101.0800018,11780.40039,0
2004-06-28,1133.349976,4287.149902,12194.59961,99.84999847,11884.05957,0
2004-06-29,1136.199951,4237.069824,12116.2998,100.8099976,11860.80957,0
2004-06-30,1140.839966,4291.02002,12285.75,101.8499985,11858.87012,0
2004-07-01,1128.939941,4291.02002,12285.75,100.8000031,11896.00977,0
2004-07-02,1125.380005,4314.160156,12220.12988,97.75,11721.49023,0
2004-07-05,1125.380005,4349.839844,12252.11035,97.91000366,11541.70996,0
2004-07-06,1116.209961,4404.700195,12284.08008,98.19000244,11475.26953,0
2004-07-07,1118.329956,4405.640137,12320.25977,98.45999908,11384.86035,0
2004-07-08,1109.109985,4300.790039,12119.75,95.77999878,11322.23047,0
2004-07-09,1112.810059,4315.299805,12202.25977,96.51000214,11423.53027,0
2004-07-12,1114.349976,4245.52002,12191.00977,96.44999695,11582.28027,0
2004-07-13,1115.140015,4209.930176,12078.33008,97.11000061,11608.62012,0
2004-07-14,1111.469971,4170.540039,11932.83008,95.08999634,11356.65039,0
2004-07-15,1106.689941,4182.720215,11939.41016,94.63999939,11409.13965,0
2004-07-16,1101.390015,4292.549805,12059.2002,95.59999847,11436,0
2004-07-19,1100.900024,4401,12166.9502,97.11000061,11436,0
2004-07-20,1108.670044,4393.660156,12123.62988,95.29000092,11258.37012,0
2004-07-21,1093.880005,4435.97998,12395.11035,97.51000214,11433.86035,0
2004-07-22,1096.839966,4379.100098,12320.20996,96.08000183,11285.04004,0
2004-07-23,1086.199951,4348.879883,12352.99023,95.37999725,11187.33008,0
2004-07-26,1084.069946,4301.640137,12319.83008,95.22000122,11159.5498,0
2004-07-27,1094.829956,4309.649902,12301.32031,95.66000366,11031.54004,0
2004-07-28,1095.420044,4310.339844,12320.26953,96.55000305,11204.37012,0
2004-07-29,1100.430054,4304.120117,12183.09961,94.58999634,11116.83984,0
2004-07-30,1101.719971,4335.339844,12238.03027,95.26999664,11325.78027,0
2004-08-02,1106.619995,4304.259766,12201.38965,93.19000244,11222.24023,0
2004-08-03,1099.689941,4251.410156,12357.12012,94.20999908,11140.57031,0
2004-08-04,1098.630005,4237.72998,12280.25977,94.58999634,11010.01953,0
2004-08-05,1080.699951,4310.350098,12491.91992,96.30999756,11060.88965,0
2004-08-06,1063.969971,4276.180176,12478.67969,94.83999634,10972.57031,0
2004-08-09,1065.219971,4204.669922,12467.41016,96.08000183,10908.7002,0
2004-08-10,1079.040039,4153.959961,12408.04004,96.72000122,10953.5498,0
2004-08-11,1075.790039,4048.860107,12343.12988,97.23000336,11049.45996,0
2004-08-12,1063.22998,4050,12413.42969,99.05000305,11028.07031,0
2004-08-13,1064.800049,4011.110107,12359.83008,100.1500015,10757.2002,0
2004-08-16,1079.339966,3965.959961,12219.75,99.72000122,10687.80957,0
2004-08-17,1081.709961,3965.149902,12256.12012,98.97000122,10725.96973,0
2004-08-18,1095.170044,4021.75,12228.54004,99.48000336,10774.25977,0
2004-08-19,1091.22998,4123.080078,12396.66992,101.1800003,10903.53027,0
2004-08-20,1098.349976,4131.620117,12376.90039,100.8600006,10889.13965,0
2004-08-23,1095.680054,4114.919922,12431.76953,100.9199982,10960.96973,0
2004-08-24,1096.189941,4144.830078,12646.49023,101.5,10985.33008,0
2004-08-25,1104.959961,4221.589844,12793.03027,102.8700027,11130.01953,0
2004-08-26,1105.089966,4257.040039,12784.38965,103.25,11129.33008,0
2004-08-27,1107.77002,4235.370117,12818.41992,103.3799973,11209.58984,0
2004-08-30,1099.150024,4306.779785,12877.78027,103.0699997,11184.53027,0
2004-08-31,1104.23999,4292.02002,12850.28027,102.8899994,11081.79004,0
2004-09-01,1105.910034,4358.419922,13023.87012,104.6900024,11127.34961,0
2004-09-02,1118.310059,4350.990234,12999.07031,105.6600037,11152.75,0
2004-09-03,1113.630005,4314.259766,12948.09961,104.8399963,11022.49023,0
2004-09-06,1113.630005,4355.080078,13104.33984,105.5199966,11244.37012,0
2004-09-07,1121.300049,4407.790039,13136.04004,104.9700012,11298.94043,0
2004-09-08,1116.27002,4404.200195,13049.95996,104.4400024,11279.19043,0
2004-09-09,1118.380005,4315,12942.2002,105.3899994,11170.95996,0
2004-09-10,1123.920044,4287.470215,13003.99023,107.3199997,11083.23047,0
2004-09-13,1125.819946,4293.939941,13139.57031,109.5599976,11253.11035,0
2004-09-14,1128.329956,4342.589844,13148.05957,109.2699966,11295.58008,0
2004-09-15,1120.369995,4349.879883,13084.40039,109.2699966,11158.58008,0
2004-09-16,1123.5,4488.149902,13209.83984,110.1999969,11139.36035,0
2004-09-17,1128.550049,4570.089844,13224.92969,109.3199997,11082.49023,0
2004-09-20,1122.199951,4683.319824,13221.33008,110.3799973,11082.49023,0
2004-09-21,1129.300049,4670.290039,13304.48047,110.4199982,11080.87012,0
2004-09-22,1113.560059,4573.680176,13272.23047,107.5299988,11019.41016,0
2004-09-23,1108.359985,4625.689941,13280.42969,106.9400024,11019.41016,0
2004-09-24,1110.109985,4538.680176,13066.83984,107.3300018,10895.16016,0
2004-09-27,1103.52002,4551.319824,13021.90039,107.3300018,10859.32031,0
2004-09-28,1110.060059,4543.720215,12950.7998,107.3300018,10815.57031,0
2004-09-29,1114.800049,4543.720215,12950.7998,107.3300018,10786.09961,0
2004-09-30,1114.579956,4649.660156,13120.03027,107.6900024,10823.57031,0
2004-10-01,1131.5,4649.660156,13120.03027,109.4199982,10985.16992,0
2004-10-04,1135.170044,4777.419922,13359.25,114.0199966,11279.62988,0
2004-10-05,1134.47998,4756.009766,13331.09961,114.0400009,11281.83008,0
2004-10-06,1142.050049,4741.430176,13271.57031,114.4400024,11385.37988,0
2004-10-07,1130.650024,4818.810059,13321.73047,114.1699982,11354.58984,0
2004-10-08,1122.140015,4770.790039,13241.45996,113.8199997,11349.34961,0
2004-10-11,1124.390015,4795.330078,13305.12988,113.8199997,11349.34961,0
2004-10-12,1121.839966,4736.259766,13251.58984,110.4700012,11201.80957,0
2004-10-13,1113.650024,4653.950195,13171.58008,110.4199982,11195.99023,0
2004-10-14,1103.290039,4543.649902,13035.37988,109.1699982,11034.29004,0
2004-10-15,1108.199951,4585.089844,13059.42969,108.4199982,10982.9502,0
2004-10-18,1114.02002,4566.790039,13034.74023,109.2399979,10965.62012,0
2004-10-19,1103.22998,4614.040039,13154.5498,110.2399979,11064.86035,0
2004-10-20,1103.660034,4504.680176,12999.12988,106.9300003,10882.17969,0
2004-10-21,1106.48999,4492.910156,13015.2002,105.7799988,10789.23047,0
2004-10-22,1095.73999,4492.910156,13015.2002,106.8000031,10857.12988,0
2004-10-25,1094.800049,4446.509766,12818.09961,104.1299973,10659.15039,0
2004-10-26,1111.089966,4461.109863,12852.34961,104.9800034,10672.45996,0
2004-10-27,1125.400024,4488.089844,12838.70996,104.6299973,10691.9502,0
2004-10-28,1127.439941,4578.580078,13113.15039,107.7699966,10853.12012,0
2004-10-29,1130.199951,4504.779785,13054.66016,107.9899979,10771.41992,0
2004-11-01,1130.51001,4499.240234,13094.25,108.1699982,10734.70996,0
2004-11-02,1130.560059,4567.72998,13308.74023,109.6699982,10887.80957,0
2004-11-03,1143.199951,4608.549805,13397.66992,111.5800018,10887.80957,0
2004-11-04,1161.670044,4604.02002,13369.08984,110.3000031,10946.26953,0
2004-11-05,1166.170044,4642.240234,13494.9502,111.5199966,11061.76953,0
2004-11-08,1164.890015,4661.450195,13561.49023,109.3399963,10983.83008,0
2004-11-09,1164.079956,4708.689941,13516.66992,109.0400009,10964.87012,0
2004-11-10,1162.910034,4797.77002,13672.37012,111.1900024,10994.95996,0
2004-11-11,1173.47998,4794.209961,13624.50977,111.2399979,10846.91992,0
2004-11-12,1184.170044,4831.089844,13784.45996,113.4100037,11019.98047,0
2004-11-15,1183.810059,4913.859863,13932.21973,114.0899963,11227.57031,0
2004-11-16,1175.430054,4818.540039,13746.08008,113.3000031,11161.75,0
2004-11-17,1181.939941,4849.990234,13824.98047,114.6100006,11131.29004,0
2004-11-18,1183.550049,4871.189941,13799.82031,113.3300018,11082.41992,0
2004-11-19,1170.339966,4843.720215,13787.67969,112.0699997,11082.83984,0
2004-11-22,1177.23999,4830.959961,13800.59961,109.8300018,10849.38965,0
2004-11-23,1176.939941,4900.939941,14023.29004,111.1800003,10849.38965,0
2004-11-24,1181.76001,4935.069824,13997.01953,112.7399979,10872.33008,0
2004-11-25,1181.76001,4910.419922,13926.61035,112.5899963,10900.33984,0
2004-11-26,1182.650024,4934.390137,13895.03027,110.6800003,10833.75,0
2004-11-29,1178.569946,4970.220215,14066.91016,111.6200027,10977.88965,0
2004-11-30,1173.819946,4967.439941,14060.0498,113.4000015,10899.25,0
2004-12-01,1191.369995,4942.5,14162.7998,113.0899963,10784.25,0
2004-12-02,1190.329956,4959.77002,14261.79004,114.0599976,10973.07031,0
2004-12-03,1191.170044,4896.660156,14211.83984,113.9599991,11074.88965,0
2004-12-06,1190.25,4920.529785,14256.86035,112.3700027,10981.95996,0
2004-12-07,1177.069946,4879.669922,14235.78027,111.0100021,10873.62988,0
2004-12-08,1182.810059,4781.02002,14022.32031,112.1600037,10941.37012,0
2004-12-09,1189.23999,4789.209961,14008.82031,110.8799973,10776.62988,0
2004-12-10,1188,4693.640137,13901.80957,108.5699997,10756.7998,0
2004-12-13,1198.680054,4679.339844,13886.16016,108.3600006,10789.25,0
2004-12-14,1203.380005,4720.669922,14043.51953,109.3799973,10915.58008,0
2004-12-15,1205.719971,4779.540039,14078.54004,111.8700027,10956.45996,0
2004-12-16,1203.209961,4762.919922,14024.62988,112.5100021,10924.37012,0
2004-12-17,1194.199951,4778.859863,13992.44043,112.6299973,11078.32031,0
2004-12-20,1194.650024,4808.47998,14214.04004,113.4499969,11103.41992,0
2004-12-21,1205.449951,4786.060059,14180.79004,113.5100021,11125.91992,0
2004-12-22,1209.569946,4762.399902,14151.08008,113.6600037,11209.44043,0
2004-12-23,1210.130005,4783.899902,14235.2998,112.5400009,11209.44043,0
2004-12-24,1210.130005,4783.899902,14194.90039,113.1500015,11365.48047,0
2004-12-27,1204.920044,4783.899902,14194.90039,113,11362.34961,0
2004-12-28,1213.540039,4776.970215,14196.9502,113.25,11424.12988,0
2004-12-29,1213.449951,4787.419922,14266.37988,113.8399963,11381.55957,0
2004-12-30,1213.550049,4708.509766,14163.5498,115.25,11488.75977,0
2004-12-31,1211.920044,4708.509766,14230.13965,115.25,11488.75977,0
2005-01-03,1202.079956,4763.470215,14237.41992,115.3600006,11488.75977,0
2005-01-04,1188.050049,4697.75,14045.90039,114.7699966,11517.75,0
2005-01-05,1183.73999,4564.97998,13764.36035,114.6500015,11437.51953,0
2005-01-06,1187.890015,4538.77002,13712.04004,112.9400024,11492.25977,0
2005-01-07,1186.189941,4513.029785,13574.86035,112.7099991,11433.24023,0
2005-01-10,1190.25,4547.930176,13531.38965,113.2699966,11433.24023,0
2005-01-11,1182.98999,4545.850098,13509.25,114.6600037,11539.99023,0
2005-01-12,1187.699951,4578.72998,13565.30957,114.0899963,11453.38965,0
2005-01-13,1177.449951,4588.100098,13573.28027,115.0100021,11358.21973,0
2005-01-14,1184.52002,4540.600098,13494.78027,117.8199997,11438.38965,0
2005-01-17,1184.52002,4617.569824,13621.65039,119.9100037,11487.09961,0
2005-01-18,1195.97998,4646.75,13604.21973,119.5,11423.25977,0
2005-01-19,1184.630005,4656.870117,13678.62988,118.9000015,11405.33984,0
2005-01-20,1175.410034,4616.029785,13543.58984,118.0199966,11284.76953,0
2005-01-21,1167.869995,4566.740234,13481.01953,119.4000015,11238.37012,0
2005-01-24,1163.75,4545.549805,13386.99023,119.8300018,11289.49023,0
2005-01-25,1168.410034,4617.319824,13584.05957,118.9100037,11276.91016,0
2005-01-26,1174.069946,4679.52002,13623.67969,120.5100021,11376.57031,0
2005-01-27,1174.550049,4692.819824,13628.91016,120.1600037,11341.30957,0
2005-01-28,1171.359985,4711.879883,13650.05957,119.6500015,11320.58008,0
2005-01-31,1181.27002,4721.52002,13721.69043,121.0599976,11387.58984,0
2005-02-01,1189.410034,4675.859863,13578.25977,120,11384.40039,0
2005-02-02,1193.189941,4717.669922,13555.7998,119.7399979,11407.13965,0
2005-02-03,1189.890015,4720.149902,13515.33008,120.6399994,11389.34961,0
2005-02-04,1203.030029,4750.720215,13585.16992,121.3000031,11360.40039,0
2005-02-07,1201.719971,4840.259766,13795,123.1999969,11499.86035,0
2005-02-08,1202.300049,4840.259766,13845.62988,123.1999969,11490.42969,0
2005-02-09,1191.98999,4840.259766,13845.62988,123.1999969,11473.34961,0
2005-02-10,1197.01001,4840.259766,13845.62988,123.1999969,11553.55957,0
2005-02-11,1205.300049,4840.259766,13845.62988,122.8399963,11553.55957,0
2005-02-14,1206.140015,4904.959961,14017.23047,124.9400024,11632.2002,0
2005-02-15,1210.119995,4932.72998,13995.83008,125.4800034,11646.49023,0
2005-02-16,1210.339966,4920.089844,14015.49023,125.8499985,11601.67969,0
2005-02-17,1200.75,4908.709961,13967.82031,125.9300003,11582.71973,0
2005-02-18,1201.589966,4923.540039,14087.87012,127.4300003,11660.12012,0
2005-02-21,1201.589966,4932.529785,14111.65039,128.0899963,11651.01953,0
2005-02-22,1184.160034,4935.100098,14090.51953,126.7399979,11597.70996,0
2005-02-23,1190.800049,4919.149902,13957.94043,125.5299988,11500.17969,0
2005-02-24,1200.199951,4934.5,14060.91016,127.8099976,11531.15039,0
2005-02-25,1211.369995,5024.919922,14157.08984,129.1300049,11658.25,0
2005-02-28,1203.599976,5152.379883,14195.34961,130.8500061,11740.59961,0
2005-03-01,1210.410034,5138.080078,14061.15039,130.8500061,11780.53027,0
2005-03-02,1210.079956,4984.899902,13850.78027,130.1399994,11813.70996,0
2005-03-03,1210.469971,5014.180176,13892.37012,130.6100006,11856.45996,0
2005-03-04,1222.119995,4951.569824,13730.78027,130.6100006,11873.0498,0
2005-03-07,1225.310059,4995.990234,13771.9502,130.1100006,11925.36035,0
2005-03-08,1219.430054,5082.470215,13881.70996,129.2100067,11886.91016,0
2005-03-09,1207.01001,5086.310059,13941.46973,130.2599945,11966.69043,0
2005-03-10,1209.25,5057.790039,13856.01953,128.7599945,11864.91016,0
2005-03-11,1200.079956,5004.240234,13890.92969,131.9700012,11923.88965,0
2005-03-14,1206.829956,4999.839844,13906.84961,131.4700012,11850.25,0
2005-03-15,1197.75,4920.25,13816.75,127.9499969,11821.08984,0
2005-03-16,1188.069946,4952.879883,13832.51953,128.1699982,11873.17969,0
2005-03-17,1190.209961,4959.810059,13817.99023,126.6800003,11775.5,0
2005-03-18,1189.650024,4957.589844,13828.37012,126.8199997,11879.80957,0
2005-03-21,1183.780029,4993.850098,13834.34961,126.8399963,11879.80957,0
2005-03-22,1171.709961,4907.169922,13776.46973,126.8700027,11841.96973,0
2005-03-23,1172.530029,4811.310059,13603.61035,125.1600037,11739.12012,0
2005-03-24,1171.420044,4800.399902,13597.09961,123.8000031,11745.96973,0
2005-03-25,1171.420044,4800.399902,13597.09961,125.0699997,11761.09961,0
2005-03-28,1174.280029,4800.399902,13597.09961,126.7200012,11792.2998,0
2005-03-29,1165.359985,4765.220215,13411.87988,124.1299973,11599.82031,0
2005-03-30,1181.410034,4765.970215,13425.75,123.4899979,11565.87988,0
2005-03-31,1180.589966,4792.77002,13516.87988,124.7799988,11668.9502,0
2005-04-01,1172.920044,4866.569824,13491.34961,126.8799973,11723.62988,0
2005-04-04,1176.119995,4851.180176,13513.41016,127.2200012,11667.54004,0
2005-04-05,1181.390015,4851.180176,13513.41016,127.2200012,11774.30957,0
2005-04-06,1184.069946,4854.870117,13562.25977,127.8499985,11827.16016,0
2005-04-07,1191.140015,4860.649902,13602.34961,127.9199982,11810.99023,0
2005-04-08,1181.199951,4891.779785,13666.71973,128.4400024,11874.75,0
2005-04-11,1181.209961,4866.02002,13659.92969,127.5899963,11745.63965,0
2005-04-12,1187.76001,4839.740234,13658.0498,127.2399979,11670.2998,0
2005-04-13,1173.790039,4853.470215,13799.62012,127.2799988,11637.51953,0
2005-04-14,1162.050049,4797.549805,13772.40039,123.2900009,11563.16992,0
2005-04-15,1142.619995,4721.009766,13638.75,122.4100037,11370.69043,0
2005-04-18,1145.97998,4572.350098,13355.23047,119.7600021,10938.44043,0
2005-04-19,1152.780029,4654.160156,13444.08984,120.5,11065.86035,0
2005-04-20,1137.5,4652.060059,13501.62988,121.0500031,11088.58008,0
2005-04-21,1159.949951,4650.660156,13597.30957,121.3099976,10984.38965,0
2005-04-22,1152.119995,4708.799805,13693.5498,121.3600006,11045.9502,0
2005-04-25,1162.099976,4699.959961,13750.23047,122.0800018,11073.76953,0
2005-04-26,1151.829956,4762.700195,13859.58008,121.9199982,11035.83008,0
2005-04-27,1156.380005,4721.799805,13839.63965,119.9599991,11005.41992,0
2005-04-28,1143.219971,4698.589844,13909.41992,118.3600006,11008.90039,0
2005-04-29,1156.849976,4657.700195,13908.96973,117.5800018,11008.90039,0
2005-05-02,1162.160034,4657.700195,13908.96973,118.4599991,11002.11035,0
2005-05-03,1161.170044,4667.649902,13893.98047,117.8899994,11002.11035,0
2005-05-04,1175.650024,4684.220215,13945.0498,119.9499969,11002.11035,0
2005-05-05,1172.630005,4766.77002,14061.7002,119.9499969,11002.11035,0
2005-05-06,1171.349976,4737.839844,14033.95996,121.2600021,11192.16992,0
2005-05-09,1178.839966,4772.310059,14085.08984,120.4800034,11171.32031,0
2005-05-10,1166.219971,4759.200195,14018.37988,120.4000015,11159.45996,0
2005-05-11,1171.109985,4719.370117,13939.7998,119.0199966,11120.7002,0
2005-05-12,1159.359985,4717.939941,13968.28027,118.6900024,11077.94043,0
2005-05-13,1154.050049,4654.540039,13866.80957,118.8700027,11049.11035,0
2005-05-16,1165.689941,4654.540039,13866.80957,119.6500015,10947.21973,0
2005-05-17,1173.800049,4563.580078,13667.03027,119.5100021,10825.38965,0
2005-05-18,1185.560059,4561.100098,13627.00977,120.0800018,10835.41016,0
2005-05-19,1191.079956,4614.359863,13698.92969,123.0400009,11077.16016,0
2005-05-20,1189.280029,4625.359863,13717.41992,123.0199966,11037.29004,0
2005-05-23,1193.859985,4566.140137,13699.12988,122.8700027,11158.65039,0
2005-05-24,1194.069946,4579.810059,13719.32031,122.9100037,11133.65039,0
2005-05-25,1190.01001,4538.339844,13562.05957,121.3700027,11014.42969,0
2005-05-26,1197.619995,4501.609863,13569.99023,121.6999969,11027.94043,0
2005-05-27,1198.780029,4574.640137,13714.78027,123.8899994,11192.33008,0
2005-05-30,1198.780029,4610.990234,13845.09961,124.6399994,11266.33008,0
2005-05-31,1191.5,4593.029785,13867.07031,124.8399963,11276.58984,0
2005-06-01,1202.219971,4547.910156,13873.07031,124.9000015,11329.66992,0
2005-06-02,1204.290039,4540.060059,13814.58008,125.0400009,11280.0498,0
2005-06-03,1196.02002,4550.629883,13818.4502,125.6999969,11300.0498,0
2005-06-06,1197.51001,4637.830078,13860.5498,125.6999969,11270.62012,0
2005-06-07,1197.26001,4666.459961,13837.29004,124.7900009,11217.4502,0
2005-06-08,1194.670044,4712.120117,13898.5498,125.6200027,11281.03027,0
2005-06-09,1200.930054,4664.77002,13898.30957,127.2200012,11160.87988,0
2005-06-10,1198.109985,4732.839844,13934.75977,127.6800003,11304.23047,0
2005-06-13,1200.819946,4716.450195,13952.01953,127.6500015,11311.50977,0
2005-06-14,1203.910034,4647.660156,13904.80957,126.9000015,11335.91992,0
2005-06-15,1206.579956,4668.919922,13914.2998,129.2700043,11415.87988,0
2005-06-16,1210.959961,4723.759766,13833.53027,129.2700043,11416.37988,0
2005-06-17,1216.959961,4707.700195,13912.03027,129.3300018,11514.03027,0
2005-06-20,1216.099976,4762.870117,13945.76953,128.1699982,11483.34961,0
2005-06-21,1213.609985,4771.310059,13979.34961,127.6600037,11488.74023,0
2005-06-22,1213.880005,4838.080078,14161.01953,129.2400055,11547.28027,0
2005-06-23,1200.72998,4842.620117,14190.44043,130.3899994,11576.75,0
2005-06-24,1191.569946,4842.970215,14230.29004,129.0800018,11537.03027,0
2005-06-27,1190.689941,4832.779785,14176.04004,127.4499969,11414.28027,0
2005-06-28,1201.569946,4896.22998,14287.44043,127.9199982,11513.83008,0
2005-06-29,1199.849976,4882.75,14277.28027,128.4100037,11577.44043,0
2005-06-30,1191.329956,4861.870117,14201.05957,129.4299927,11584.00977,0
2005-07-01,1194.439941,4861.870117,14201.05957,130.5899963,11630.12988,0
2005-07-04,1194.439941,4900.790039,14177.87012,130.9499969,11651.5498,0
2005-07-05,1204.98999,4880.120117,14124.7998,130.5399933,11616.7002,0
2005-07-06,1194.939941,4915.290039,14149.92969,130.6499939,11603.53027,0
2005-07-07,1197.869995,4847.330078,14030.80957,131.7200012,11590.13965,0
2005-07-08,1211.859985,4809.990234,13964.46973,131.2799988,11565.99023,0
2005-07-11,1219.439941,4851.200195,14157.24023,133.8800049,11674.79004,0
2005-07-12,1222.209961,4853.379883,14146.9502,134.2599945,11692.13965,0
2005-07-13,1223.290039,4914.080078,14307.2998,135.25,11659.83984,0
2005-07-14,1226.5,4890.879883,14491.54004,136.9799957,11764.25977,0
2005-07-15,1227.920044,4865.830078,14504.29004,136.4799957,11758.67969,0
2005-07-18,1221.130005,4886.379883,14567,136.7799988,11758.67969,0
2005-07-19,1229.349976,4892.060059,14567.74023,138.6600037,11764.83984,0
2005-07-20,1235.199951,4982.25,14602.7002,138.5700073,11789.34961,0
2005-07-21,1227.040039,5090.680176,14620.13965,138.6199951,11786.73047,0
2005-07-22,1233.680054,5139.100098,14786.45996,138.3699951,11695.0498,0
2005-07-25,1229.030029,5173.669922,14794.03027,140.5500031,11762.65039,0
2005-07-26,1231.160034,5161.379883,14769.92969,140.5299988,11737.95996,0
2005-07-27,1236.790039,5204.740234,14801.86035,140.7299957,11835.08008,0
